action_direction_sign_changes,action_dot_nearest_ray_0.25s,action_dot_nearest_ray_0.5s,action_dot_nearest_ray_1s,category,diffusion_action_norm_0.25s,diffusion_action_norm_0.5s,diffusion_action_norm_1s,failure_type,final_1s_ood_fraction_above_train_p95,final_goal_distance,fraction_final_1s_action_z_negative,horizontal_speed_0.25s,horizontal_speed_0.5s,horizontal_speed_1s,initial_goal_distance,last_5s_goal_distance_slope,mean_final_1s_action_z,minimum_altitude,minimum_goal_distance,minimum_ray_inferred_distance_m_0.25s,minimum_ray_inferred_distance_m_0.5s,minimum_ray_inferred_distance_m_1s,minimum_ray_normalized_0.25s,minimum_ray_normalized_0.5s,minimum_ray_normalized_1s,minimum_vertical_velocity,progress,task_id
,,,,persistent_downward,,,,ground_contact,0.9,,1.0,,,,,,-0.5657356350372235,0.011193402726443476,,,,,,,,-0.4925102917074158,,OPEN_00_TASK_026
,,,,persistent_downward,,,,ground_contact,0.875,,1.0,,,,,,-0.7763712219893932,0.013136479108084713,,,,,,,,-0.6449030744794382,,BLOCK_01_TASK_035
,,,,persistent_downward,,,,ground_contact,0.8333333333333334,,1.0,,,,,,-0.7271164432168007,0.010830292307290046,,,,,,,,-0.6334127935413044,,BLOCK_02_TASK_015
,,,,persistent_downward,,,,ground_contact,0.8333333333333334,,1.0,,,,,,-0.8036881176133951,0.013244073773860745,,,,,,,,-0.6822569716357706,,SBEND_00_TASK_039
,,,,persistent_downward,,,,ground_contact,0.8888888888888888,,1.0,,,,,,-0.7111621449391047,0.012065322407849613,,,,,,,,-0.5978628426276524,,SBEND_01_TASK_022
110,,,,near_goal_stall,,,,timeout,,0.4835937470007253,,,,,3.2795569803783207,0.006655636359739583,,,0.4190249483808591,,,,,,,,2.8605320319974616,OPEN_02_TASK_015
29,,,,near_goal_stall,,,,timeout,,1.4110870513455336,,,,,3.352851426158553,0.1860781573019177,,,0.39308566912707127,,,,,,,,2.959765757031482,OPEN_02_TASK_017
126,,,,near_goal_stall,,,,timeout,,0.39596224779725003,,,,,3.309186365550989,-0.02857869408271562,,,0.3613817573702749,,,,,,,,2.9478046081807143,OPEN_02_TASK_018
60,,,,near_goal_stall,,,,timeout,,0.33639077545375085,,,,,3.7644365151127217,-0.008112713049468081,,,0.31845993975655207,,,,,,,,3.4459765753561697,BLOCK_01_TASK_021
2,,,,near_goal_stall,,,,timeout,,0.48748174135331135,,,,,6.571379602841446,-0.005827920281576674,,,0.4751709291672629,,,,,,,,6.096208673674184,SBEND_00_TASK_018
2,,,,near_goal_stall,,,,timeout,,0.31727926116139793,,,,,7.2327464947429,-0.023519785629179207,,,0.31727926116139793,,,,,,,,6.915467233581502,SBEND_01_TASK_038
2,,,,near_goal_stall,,,,timeout,,0.4944293740222957,,,,,7.248107911019824,-0.04457653603949689,,,0.4944293740222957,,,,,,,,6.753678536997528,SBEND_02_TASK_005
66,,,,near_goal_stall,,,,timeout,,0.31009297797563007,,,,,7.088713225827574,-0.010340938773368598,,,0.31009297797563007,,,,,,,,6.7786202478519435,SBEND_02_TASK_006
0,,,,near_goal_stall,,,,timeout,,0.6450199620159127,,,,,7.170983884903955,0.008252451922152688,,,0.6100596232917885,,,,,,,,6.560924261612167,SBEND_02_TASK_025
8,,,,near_goal_stall,,,,timeout,,0.49147763003635836,,,,,7.270094949026579,-0.020401147728239758,,,0.49147763003635836,,,,,,,,6.7786173189902215,SBEND_02_TASK_029
