task_id,family,steps,undiscounted_return,gamma_1_return,gamma_0_99_return,negative_progress_step_fraction,longest_negative_progress_steps,longest_negative_progress_duration_s,max_distance_increase_before_recovery,delayed_detour_recovery_reward_gamma_1,delayed_detour_recovery_reward_gamma_0_99,delayed_positive_progress_gamma_1,delayed_positive_progress_gamma_0_99,expert_success
BLOCK_00_TASK_006,BLOCK,509,27.649248631454228,27.649248631454228,1.3938970083656073,0.06483300589390963,18,0.375,0.0053623972420282495,27.65324843695405,1.4262593754366164,8.679575694610698,1.5014925668751709,1
BLOCK_00_TASK_011,BLOCK,454,26.226376146577785,26.226376146577785,1.4617707366815722,0.16519823788546256,73,1.5208333333333333,0.02552479049838053,26.226376146577785,1.4617707366815722,7.185425794037684,1.4499862165940525,1
BLOCK_00_TASK_026,BLOCK,496,28.02999966619325,28.02999966619325,1.6388956036108184,0.11491935483870967,33,0.6875,0.008273073570866,19.798532145749142,7.648312872422172,0.011462205153985758,0.00846921051770495,1
BLOCK_00_TASK_035,BLOCK,526,28.400229140876075,28.400229140876075,1.5050734667301362,0.17490494296577946,91,1.8958333333333333,0.02699910012524638,28.40422864269268,1.539692856388876,9.506226845239844,1.634798940531711,1
BLOCK_00_TASK_036,BLOCK,491,27.5670299525408,27.5670299525408,1.54343303156735,0.05091649694501019,15,0.3125,0.004841030569813581,19.836900966238755,7.512177859073177,0.042837261199893395,0.026143034659357526,1
BLOCK_01_TASK_009,BLOCK,448,27.092244905543662,27.092244905543662,1.7566984077126486,0.05580357142857143,14,0.2916666666666667,0.002357216263550267,27.092244905543662,1.7566984077126486,7.993994663036698,1.7307692354672435,1
BLOCK_01_TASK_018,BLOCK,441,26.74070638461746,26.74070638461746,1.7128772850911702,0.16326530612244897,57,1.1875,0.011514757438073838,26.744705955969074,1.751716004941112,7.650258657987727,1.7047508733908767,1
BLOCK_01_TASK_021,BLOCK,423,26.580929272812693,26.580929272812693,1.8126244710598172,0.1536643026004728,25,0.5208333333333334,0.010461023807871235,19.785077952384256,7.479558113456539,0.015217916126989042,0.009896426799321645,1
BLOCK_01_TASK_030,BLOCK,433,26.707105793580702,26.707105793580702,1.7670839497796025,0.14087759815242495,25,0.5208333333333334,0.007213530198465715,26.707105793580702,1.7670839497796025,7.5941314843036825,1.7048147592925436,1
BLOCK_01_TASK_035,BLOCK,464,27.541083579879064,27.541083579879064,1.759834127773664,0.11637931034482758,31,0.6458333333333334,0.020931866097422855,27.541083579879064,1.759834127773664,8.513612811292635,1.7682678991715388,1
BLOCK_01_TASK_038,BLOCK,391,25.583101924975455,25.583101924975455,1.7168890426116825,0.1329923273657289,24,0.5,0.014650266695584845,25.583101924975455,1.7168890426116825,6.399806048608427,1.5174199260822854,1
BLOCK_02_TASK_009,BLOCK,489,27.079422452875715,27.079422452875715,1.5054483340019489,0.12474437627811862,29,0.6041666666666666,0.015207363957344167,19.789474489646462,7.712518708766638,0.011892825337923185,0.006254929350803484,1
BLOCK_02_TASK_015,BLOCK,562,28.82268879645797,28.82268879645797,1.4826080314957608,0.09608540925266904,22,0.4583333333333333,0.006342956257040795,28.82268879645797,1.4826080314957608,9.967245075359024,1.6108515353184918,1
BLOCK_02_TASK_020,BLOCK,477,26.986289476502556,26.986289476502556,1.4565838689317638,0.1069182389937107,23,0.4791666666666667,0.009295469797340777,26.986289476502556,1.4565838689317638,7.974130818342424,1.488155749694099,1
BLOCK_02_TASK_021,BLOCK,500,27.208737337746836,27.208737337746836,1.3087243268038304,0.116,38,0.7916666666666666,0.009240374987744788,27.208737337746836,1.3087243268038304,8.23702343436792,1.374973646735463,1
BLOCK_02_TASK_024,BLOCK,533,28.478876382615073,28.478876382615073,1.5793730360642133,0.12382739212007504,40,0.8333333333333334,0.009657045118137662,19.786685909763726,7.480930177654708,0.007902131128555534,0.0044785074581469055,1
BLOCK_02_TASK_039,BLOCK,442,26.502776598875716,26.502776598875716,1.621734022650577,0.12217194570135746,24,0.5,0.008785400675787952,19.795484236349818,7.718818328734966,0.011186947754046474,0.007248403593199762,1
SBEND_00_TASK_016,SBEND,640,32.49793892996746,32.49793892996746,1.8548957916826783,0.065625,19,0.3958333333333333,0.004650207931241185,32.49793892996746,1.8548957916826783,13.795217355468736,2.0221243263470248,1
SBEND_00_TASK_018,SBEND,596,31.88207709959515,31.88207709959515,1.9728287460208724,0.08053691275167785,26,0.5416666666666666,0.004680901315881614,19.805399411695625,7.648323730147305,0.014152401047199864,0.009138728832629431,1
SBEND_00_TASK_033,SBEND,586,31.78171378672107,31.78171378672107,1.9282196621299603,0.07849829351535836,18,0.375,0.005480164208820151,31.78171378672107,1.9282196621299603,12.969665211177304,2.07183019924234,1
SBEND_00_TASK_037,SBEND,641,32.28561400514405,32.28561400514405,1.7509319074098755,0.059282371294851796,17,0.3541666666666667,0.001389502312143999,32.28561400514405,1.7509319074098755,13.572417261547265,1.918448627952044,1
SBEND_00_TASK_038,SBEND,590,31.22463541346272,31.22463541346272,1.900615911887976,0.0847457627118644,26,0.5416666666666666,0.0068147571389496064,31.22463541346272,1.900615911887976,12.422247300510833,2.046434453679687,1
SBEND_00_TASK_039,SBEND,567,31.219201247744998,31.219201247744998,2.0311842419338775,0.07231040564373897,24,0.5,0.002437048845394127,31.219201247744998,2.0311842419338775,12.359307747112194,2.1628452592598753,1
SBEND_01_TASK_003,SBEND,722,32.690208964872326,32.690208964872326,1.276736584609393,0.0664819944598338,47,0.9791666666666666,0.010270663945630351,32.690208964872326,1.276736584609393,14.154750505314011,1.4623587424715778,1
SBEND_01_TASK_012,SBEND,682,32.37038108504389,32.37038108504389,1.245864435887598,0.0689149560117302,25,0.5208333333333334,0.0035289125834269616,19.8209133117916,7.737501473395928,0.02224520977635981,0.014421871111747761,1
SBEND_01_TASK_020,SBEND,704,32.18542090900286,32.18542090900286,1.1176597377383277,0.10511363636363637,42,0.875,0.01803947532657145,32.18542090900286,1.1176597377383277,13.636547346148365,1.3004619858127315,1
SBEND_01_TASK_022,SBEND,730,33.29532213027136,33.29532213027136,1.5159730234294644,0.10273972602739725,30,0.625,0.019874166302420435,33.29932209629522,1.550814191871571,14.79704181185063,1.7373063065720795,1
SBEND_01_TASK_038,SBEND,726,32.91806839860693,32.91806839860693,1.297154805283177,0.05234159779614325,28,0.5833333333333334,0.004377925073907628,19.847191420923046,9.400810431375405,0.006957401800868887,0.005566675121819542,1
SBEND_01_TASK_044,SBEND,693,32.64362572858113,32.64362572858113,1.2256447721599542,0.07503607503607504,23,0.4791666666666667,0.00836250894194479,32.64362572858113,1.2256447721599542,14.051279239742014,1.4064082101361557,1
SBEND_02_TASK_005,SBEND,691,32.97868231685856,32.97868231685856,1.305112126060508,0.0824891461649783,21,0.4375,0.007914438109703756,32.97868231685856,1.305112126060508,14.388893717140725,1.4855041534386548,1
SBEND_02_TASK_006,SBEND,708,32.61142834927032,32.61142834927032,1.352730242468649,0.11581920903954802,49,1.0208333333333333,0.025068646430516033,19.750418990281563,6.457928552708604,0.022608498410112865,0.008362988650020147,1
SBEND_02_TASK_011,SBEND,757,33.769834164793124,33.769834164793124,1.2426069887611497,0.06472919418758256,29,0.6041666666666666,0.010271516588251206,33.769834164793124,1.2426069887611497,15.309368585164503,1.4324984748021257,1
SBEND_02_TASK_020,SBEND,688,32.69815276752097,32.69815276752097,1.551343237890572,0.059593023255813955,18,0.375,0.004641870181577579,32.69815276752097,1.551343237890572,14.088034948352936,1.7311067229064203,1
SBEND_02_TASK_025,SBEND,686,32.80672308550602,32.80672308550602,1.2704971376049552,0.12244897959183673,59,1.2291666666666667,0.030991541507462507,32.80672308550602,1.2704971376049552,14.241551719945324,1.4499308148478844,1
SBEND_02_TASK_029,SBEND,682,33.00913630399164,33.00913630399164,1.5543626611187062,0.1187683284457478,57,1.1875,0.026647352920954576,33.00913630399164,1.5543626611187062,14.429350580218042,1.732950787056021,1
,OPEN,,26.565680170108386,26.565680170108386,1.979591100767923,0.15061721423410054,,0.5752314814814814,0.01090699818309083,24.124855685256843,4.206456112333327,4.739711654106595,1.121144804503083,
,BLOCK,,27.255026044088737,27.255026044088737,1.588920258570691,0.11963782514048277,,0.7025462962962963,0.011501728678057373,24.30924747974364,3.9549883768613543,4.989387857103888,0.9751622907218631,
,SBEND,,32.49267581594193,32.49267581594193,1.5219090007820941,0.08197081179432304,,0.6458333333333333,0.01085786664804433,29.684118491952997,2.9336216189159305,10.7934242689293,1.3332055182356024,
